Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
16/7/16,3742.823649,3742.823649,3840,3152.999892,3742.823649,3152.999892,4.226508774,4.251250085,,,,,
23/7/16,5017.249876,3944.364121,2304,3366.995898,3944.364121,3366.995898,4.214244426,4.226508774,,,,,
30/7/16,6584.248931,3902.034542,7872,6077.999844,6584.248931,3254.999874,3.20670283,4.214244426,,,,,
6/8/16,6061.290108,3915.518597,6144,5675.999868,6597.732986,3245.153856,3.194384474,4.1969982,,,,,
13/8/16,3372.479368,3908.922246,4416,3094.997934,3908.922246,3094.997934,4.091676391,4.1969982,,,,,
20/8/16,3910.706049,3910.706049,1728,3194.003862,3910.706049,3194.003862,4.196243382,4.196243382,,,,,
27/8/16,4962.642916,3889.338899,6528,3311.999922,3889.338899,3311.999922,4.195440787,4.196243382,,,,,
3/9/16,6691.143105,4007.883063,2376,5540.003868,6691.143105,3121.169856,3.359662675,4.195440787,,,,,
10/9/16,6110.711387,3964.103353,6144,4930.997862,6647.363395,3128.657868,3.342611885,4.208611731,,,,,
17/9/16,3269.700212,3806.35222,1728,3137.999886,3806.35222,3137.999886,4.175159877,4.208611731,,,,,
24/9/16,3621.974193,3621.974193,2688,2949.00585,3621.974193,2949.00585,4.21625005,4.21625005,,,,,
1/10/16,3544.889381,3544.889381,3456,3038.993874,3544.889381,3038.993874,4.208244078,4.21625005,,,,,
8/10/16,4800.54194,3094.714668,4800,3139.99791,3094.714668,3139.99791,4.24443798,4.24443798,,,,,
15/10/16,5572.180452,3866.35318,6828,6812.999886,6967.85731,3005.993886,3.009105881,4.24443798,,,,,
22/10/16,3474.933731,3785.084144,3456,2902.99191,3785.084144,2902.99191,4.143343931,4.196299267,,,,,
29/10/16,3853.964671,3853.964671,2112,3136.997934,3853.964671,3136.997934,4.213326862,4.213326862,,,,,
5/11/16,3807.570239,3807.570239,2112,2867.993898,3807.570239,2867.993898,4.164269717,4.213326862,,,,,
12/11/16,3789.398201,3789.398201,2496,2746.001874,3789.398201,2746.001874,4.194901975,4.194901975,,,,,
19/11/16,3700.202095,3700.202095,3456,2893.997862,3700.202095,2893.997862,4.26224721,4.26224721,,,,,
