Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
14/12/13,0,0,3648,0,0,0,4.05,4.05,,,,,
21/12/13,0,0,1728,0,0,0,4.05,4.05,,,,,
28/12/13,0,0,5184,0,0,0,4.05,4.05,,,,,
4/1/14,0,0,1920,0,0,0,4.05,4.05,,,,,
11/1/14,0,0,10176,0,0,0,4.05,4.05,,,,,
18/1/14,0,0,3456,0,0,0,4.05,4.05,,,,,
25/1/14,0,0,6336,0,0,0,4.05,4.05,,,,,
1/2/14,0,0,5184,0,0,0,4.05,4.05,,,,,
8/2/14,0,0,3072,0,0,0,4.05,4.05,,,,,
15/2/14,238.2478986,0,4224,0,0,0,4.05,4.05,,,,,
22/2/14,192.3851196,0,10368,0,480.962799,0,2.95,4.05,,,,,
1/3/14,96.1925598,0,1920,0,480.962799,0,2.95,4.05,,,,,
8/3/14,-4.00E-15,0,8064,0,0,0,4.05,4.05,,,,,
15/3/14,0,0,3648,0,0,0,4.05,4.05,,,,,
22/3/14,0,0,7104,0,0,0,4.05,4.05,,,,,
29/3/14,0,0,3648,0,0,0,4.05,4.05,,,,,
